TimeOfDay,currentLocation,n
Evening,POINT (-1314.7314223018052 4426.564579611496),20
Evening,POINT (-1315.7890463810384 3861.1783705225553),3
Evening,POINT (-1317.9006642440645 3861.085232185755),87
Evening,POINT (-1318.288837147048 5803.057761594361),4
Evening,POINT (-1318.5753009109376 1217.0169078188844),127
Evening,POINT (-1319.5426563934784 3722.2274220634836),55
Evening,POINT (-1319.6765249121588 5803.018573499595),7
Evening,POINT (-1319.7960868165248 5803.015197089313),32
Evening,POINT (-132.07971064191543 4897.859472389584),8
Evening,POINT (-132.34854522737302 3841.822947696011),30
Evening,POINT (-132.37402058350256 3841.8229949834554),24
Evening,POINT (-132.72437376163515 4031.524350761159),13
Evening,POINT (-1320.2605440743182 4258.47709400933),321
Evening,POINT (-1320.2719150452676 1567.0978918253973),60
Evening,POINT (-1320.9903784824744 3860.948952392715),2
Evening,POINT (-1321.9984238872285 5802.953003420101),5
Evening,POINT (-1324.0599246552351 4258.1672538022185),2
Evening,POINT (-1324.1812356341254 2427.622364288735),4
Evening,POINT (-1324.5009047235615 5022.787665781786),7
Evening,POINT (-1324.92710141723 1216.2892367801514),29
Evening,POINT (-1325.3601077475496 4258.061223624397),17
Evening,POINT (-1326.37746334197 5802.829340001391),2
Evening,POINT (-1328.2822221058668 1566.9990222844508),31
Evening,POINT (-1328.614452264042 2167.516377015989),14
Evening,POINT (-1328.614452264042 2191.428689360829),32
Evening,POINT (-1329.171238165354 3860.5881145357334),43
Evening,POINT (-1329.8720130532654 3860.557205056952),23
Evening,POINT (-133.09110926913144 1666.6949162351866),21
Evening,POINT (-133.37526873220492 4111.11260730294),854
Evening,POINT (-1330.2627253431322 4257.661414229456),1
Evening,POINT (-1332.21363927443 3860.453921609949),3
Evening,POINT (-1333.0886323717586 2688.886124497062),23
Evening,POINT (-1333.5054837953605 5802.628045770771),15
Evening,POINT (-1333.8139986717683 5997.686270344027),673
Evening,POINT (-1334.0342276202796 5802.613114124301),1
Evening,POINT (-1335.394357205144 4257.242928677642),322
Evening,POINT (-1339.5028155167684 5802.45868202069),43
Evening,POINT (-134.29940563123282 3841.8265688898523),11
Evening,POINT (-1340.5327982854653 3860.0869837054015),1
Evening,POINT (-1340.7911019175422 2119.6917523263082),5
Evening,POINT (-1340.7929830984451 3860.0755075850457),207
Evening,POINT (-1341.3776924734768 1566.8373876387461),321
Evening,POINT (-1341.9863606635845 5802.388547077502),59
Evening,POINT (-1343.0009442346407 5802.359895389327),1
Evening,POINT (-1343.211223105909 5802.3539571454785),23
Evening,POINT (-1343.2588044841468 1566.814169467513),39
Evening,POINT (-1343.386064771534 5973.348172541604),20
Evening,POINT (-1343.995031659052 5802.331822509265),24
Evening,POINT (-1344.716090820415 3889.9316368179843),6
Evening,POINT (-1344.839178901843 2659.2021792112823),588
Evening,POINT (-1344.9080953677037 3859.893999974594),20
Evening,POINT (-1345.1492942145367 5802.2992263074775),7
Evening,POINT (-1346.6730741553833 2659.253326127299),1
Evening,POINT (-1348.4069511917332 4255.918193814707),8
Evening,POINT (-1348.5419181612442 4255.901690418697),11
Evening,POINT (-135.0529610584559 1666.8301985074943),66
Evening,POINT (-135.0640578647904 4031.7316876683585),11
Evening,POINT (-1350.069471204703 5802.1602812457695),1
Evening,POINT (-1350.5679931999261 4255.653947442557),129
Evening,POINT (-1352.9677515710423 2071.8671276366276),78
Evening,POINT (-1352.9677515710423 2095.779439981468),68
Evening,POINT (-1353.4283077278565 3859.518194094987),6
Evening,POINT (-1354.973768504102 1981.2146090058627),7
Evening,POINT (-1355.93231546411 5801.994715401484),321
Evening,POINT (-1356.4422041381617 5801.980316221654),9
Evening,POINT (-1359.3835055266122 2567.8791799505025),4
Evening,POINT (-1359.3835055266122 2619.549130218945),23
Evening,POINT (-136.10434341183174 4111.545094486752),11
Evening,POINT (-136.9438699765086 4111.678137558971),3
Evening,POINT (-1361.3745261196493 4254.332553823771),175
Evening,POINT (-1361.6710002211673 1566.5869115950536),14
Evening,POINT (-1361.9151279818045 2659.6784234961224),78
Evening,POINT (-1362.0030692900027 2659.6808761589427),190
Evening,POINT (-1362.5682469408396 5801.807317689905),6
Evening,POINT (-1363.8412324318188 3859.0589052695163),40
Evening,POINT (-1364.4176508393484 5801.755090800646),1
Evening,POINT (-1364.607009723274 2659.7534994575717),318
Evening,POINT (-1364.9317261274762 5026.807585821809),21
Evening,POINT (-1365.854281363766 3858.9701145689346),32
Evening,POINT (-1366.0672221179523 4426.828964364594),11
Evening,POINT (-1366.0917599380148 5801.707814210295),4
Evening,POINT (-1367.3603583659055 5980.334230093113),177
Evening,POINT (-1367.4015046067868 4426.810737456262),7
Evening,POINT (-1368.3564720495933 4253.478820358369),321
Evening,POINT (-1369.621242925528 5801.60814213905),321
Evening,POINT (-137.2423084988987 4031.9247187484825),10
Evening,POINT (-137.61480709431734 3841.8327229495353),19
Evening,POINT (-137.6229942456194 1563.5048338564588),5
Evening,POINT (-1370.3415304560374 2659.9134339193397),1
Evening,POINT (-1370.5368241967742 5801.582286261002),24
Evening,POINT (-1373.0347297477067 5801.511745782152),32
Evening,POINT (-1373.1284802127796 5801.509098283052),33
Evening,POINT (-1373.4051503204873 2606.631642651834),9
Evening,POINT (-1375.1978609184225 4426.704235667467),34
Evening,POINT (-1378.0025507685175 1210.2088399977888),13
Evening,POINT (-1382.130458819512 5801.195147313313),321
Evening,POINT (-1383.2276677926686 6001.900744684081),159
Evening,POINT (-1383.872741688816 5801.133576696036),71
Evening,POINT (-1383.8743709227201 1209.5361561711118),1
Evening,POINT (-1384.777144927974 1566.3017172943953),26
Evening,POINT (-1385.917631391428 5801.061312241467),1
Evening,POINT (-1385.9725169900148 2660.349378531751),67
Evening,POINT (-1386.5708613717359 5801.03822771609),30
Evening,POINT (-1388.8039692987786 1208.97141457268),6
Evening,POINT (-1389.5481672503702 5800.93301256188),5
Evening,POINT (-1390.8014818041354 3857.8656279475454),22
Evening,POINT (-1391.7476936810656 4649.690187496199),27
Evening,POINT (-1392.9572067950753 2023.3319983248914),1
Evening,POINT (-1393.3306012958597 5800.799344945045),1
Evening,POINT (-1393.848731698752 5800.781034710067),14
Evening,POINT (-1393.9726943666985 3857.5413838224604),1
Evening,POINT (-1394.1951243298226 5800.768793524384),9
Evening,POINT (-1395.0105726976412 3810.919525268514),96
Evening,POINT (-1395.0593337542327 2550.5456160454532),157
Evening,POINT (-1396.3194484189332 2171.962600676111),16
Evening,POINT (-1397.103271748928 5800.666022364268),139
Evening,POINT (-1397.2765122667074 2578.910341359107),321
Evening,POINT (-1397.5133995936442 2581.940879460141),320
Evening,POINT (-1398.3957137180148 4280.0291470642405),5
Evening,POINT (-1399.2756893292196 5800.589251195958),117
Evening,POINT (-1399.3214530094099 4670.082592855952),5
Evening,POINT (-14.15278770338416 5172.228074949391),18
Evening,POINT (-140.15955565775582 3603.0707659966456),168
Evening,POINT (-140.9831044052348 3841.8389751946743),6
Evening,POINT (-1400.4249072421705 2619.188270337511),20
Evening,POINT (-1400.431763088885 2619.275978299569),86
Evening,POINT (-1400.48936589557 4426.358742155663),23
Evening,POINT (-1402.300405512202 2643.1818247384604),24
Evening,POINT (-1403.8237705915544 5800.428526335671),47
Evening,POINT (-1404.2888757365668 1207.1974423043278),11
Evening,POINT (-1404.9612976223223 3856.4178419663936),3
Evening,POINT (-1405.1332302534013 3856.4002625249536),31
Evening,POINT (-1406.4414272258414 2146.9787804386006),5
Evening,POINT (-1406.699880965383 5800.326887334224),550
Evening,POINT (-1406.9743418343592 896.4515376327631),134
Evening,POINT (-1406.9908726628596 5800.316603964771),7
Evening,POINT (-1407.025922930839 4248.7504244874635),19
Evening,POINT (-1407.0448775637713 2660.8959635109795),320
Evening,POINT (-1409.6674192395499 4802.105274245694),2
Evening,POINT (-1410.3399583473708 4426.224178562766),41
Evening,POINT (-1410.6007942284589 3855.8412254177074),83
Evening,POINT (-1410.9420191178272 3855.806336502654),32
Evening,POINT (-1411.6432234572194 1206.3549180720588),14
Evening,POINT (-1412.1080502898594 2510.406202853954),11
Evening,POINT (-1412.5225417653362 5800.121120046968),22
Evening,POINT (-1412.636753587806 5800.117083909936),2
Evening,POINT (-1412.6702208403192 4248.0602550042895),36
Evening,POINT (-1413.5721978582117 5800.084026200323),224
Evening,POINT (-1414.9531831204192 3855.396210616441),226
Evening,POINT (-1415.1604027249148 5800.0279005529155),32
Evening,POINT (-1415.4508790946154 3855.345323142792),4
Evening,POINT (-1415.9361776963287 6008.83920427439),90
Evening,POINT (-1418.6046446702949 3855.0228629041185),59
Evening,POINT (-1419.6211933382306 1205.4409508237889),2
Evening,POINT (-142.15286287869282 3841.841146504406),1
Evening,POINT (-142.68624445405615 4120.956980404409),242
Evening,POINT (-142.78746834872348 1308.7581221878434),5
Evening,POINT (-1420.7869686231338 5982.023394905787),104
Evening,POINT (-1422.1340137094276 1565.840629293688),5
Evening,POINT (-1423.5831222046177 1973.3137542599502),222
Evening,POINT (-1423.736287554884 2661.157459388806),322
Evening,POINT (-1423.769136527357 5799.7236760991655),322
Evening,POINT (-1425.484648640178 5799.663051534926),321
Evening,POINT (-1428.8760777320476 5799.543201660766),70
Evening,POINT (-1429.353143612694 2580.035226082107),6
Evening,POINT (-143.1675794359706 4125.683389458888),13
Evening,POINT (-143.9926711554086 4032.522918870366),32
Evening,POINT (-1430.4739089955158 5799.486735825665),321
Evening,POINT (-1431.0835359962373 2412.5176676963006),43
Evening,POINT (-1432.1866950238887 2490.8868534433077),135
Evening,POINT (-1432.2203115023028 2661.290374300776),47
Evening,POINT (-1432.4794028280699 3853.6042229577647),47
Evening,POINT (-1433.253711419236 5799.3885002554525),14
Evening,POINT (-1435.4128878299682 2057.4318747557327),14
Evening,POINT (-1436.7396484852209 1991.45221093596),7
Evening,POINT (-1437.6746985425546 5799.232266780996),37
Evening,POINT (-1438.3266665267029 5799.209226853361),10
Evening,POINT (-1438.8897024785804 3828.5821530680487),25
Evening,POINT (-1439.5911041236159 2661.405848780632),197
Evening,POINT (-144.69418998725976 3636.844762753147),56
Evening,POINT (-1441.0379879232023 3852.729140987891),30
Evening,POINT (-1441.0634421695918 934.8224057505075),1
Evening,POINT (-1441.8916334207163 5799.083244318547),50
Evening,POINT (-1442.810194625904 3852.5479397595122),82
Evening,POINT (-1443.2599858853107 4244.319821265654),318
Evening,POINT (-1444.1046131343514 2661.476559643373),15
Evening,POINT (-1444.414096143325 3852.3839470803778),12
Evening,POINT (-1444.6312408856834 4244.152147912815),571
Evening,POINT (-1445.1024248083008 1202.521785753404),120
Evening,POINT (-1448.8492988432708 5798.837367048889),54
Evening,POINT (-1449.2462714243914 3851.889875990738),78
Evening,POINT (-1449.2997831281382 2620.799821233879),187
Evening,POINT (-145.11056182500536 4144.762263634421),163
Evening,POINT (-145.38144199091423 4740.536678880734),38
Evening,POINT (-1450.8738582961375 2691.5862913431774),49
Evening,POINT (-1452.085601542945 5798.722999193688),1
Evening,POINT (-1452.2653397579181 2471.3675040326616),78
Evening,POINT (-1453.0293307966801 4243.021825100794),18
Evening,POINT (-1453.856014599702 1098.4863155205212),21
Evening,POINT (-1454.1688721531336 4242.860883261892),46
Evening,POINT (-1455.3543483116982 5798.607484795986),36
Evening,POINT (-1456.0513052269587 3851.194087806264),27
Evening,POINT (-1456.4473384721596 2423.7874457685994),49
Evening,POINT (-1457.1910793935217 3851.0775503398722),27
Evening,POINT (-1457.8378192841383 4242.342703649759),321
Evening,POINT (-1457.9746473627677 5798.514885923055),31
Evening,POINT (-1458.6445648091592 5798.491211678518),14
Evening,POINT (-1459.3383959982882 876.0742311345832),6
Evening,POINT (-146.11876986241123 1576.3936137073013),3
Evening,POINT (-146.42895685262914 4157.708079812497),106
Evening,POINT (-146.89027569107867 4113.125382987481),49
Evening,POINT (-1460.0928628397612 5982.023394905787),39
Evening,POINT (-1460.8629455513062 2661.7391039609956),321
Evening,POINT (-1462.3870952233096 4241.700191790778),76
Evening,POINT (-1462.531221005793 5798.353860950122),34
Evening,POINT (-1463.0236910043823 5798.336457529393),33
Evening,POINT (-1465.0713718436464 5798.264094438714),6
Evening,POINT (-1465.5317533407115 5798.247824995067),321
Evening,POINT (-1465.5427387857774 1569.4044515907776),343
Evening,POINT (-1467.5330406513606 5798.177101407505),62
Evening,POINT (-1469.2464226435823 2634.3880196178034),97
Evening,POINT (-1469.5238232077897 6022.892897433496),46
Evening,POINT (-1469.919336393918 5996.044905792193),13
Evening,POINT (-147.63128821823037 4169.514223280939),48
Evening,POINT (-147.72253322890106 4740.345885508035),13
Evening,POINT (-147.8482287452904 3841.851718262261),2
Evening,POINT (-147.86040491034882 1587.886449742551),9
Evening,POINT (-1472.3230756694177 2683.7530180975455),6
Evening,POINT (-1473.1756324816884 954.9226790202229),12
Evening,POINT (-1473.4215384904737 2661.935853084445),156
Evening,POINT (-1473.523550894002 4240.127347027983),28
Evening,POINT (-1473.5980507198522 4240.116825129061),37
Evening,POINT (-1473.8191453397524 5797.954956454609),41
Evening,POINT (-1474.1997386620997 3883.465862416033),55
Evening,POINT (-1474.4643224325705 4239.994478220242),2
Evening,POINT (-1474.5114876994496 5797.930489734993),321
Evening,POINT (-1476.3153459783357 2661.981188902672),24
Evening,POINT (-1477.2685568313882 3849.0247065215153),21
Evening,POINT (-1479.9136737274814 2662.0375620834857),321
Evening,POINT (-148.99541019344082 1595.3762103747597),5
Evening,POINT (-1482.9006353258396 978.7361235112637),19
Evening,POINT (-1483.254589161125 1571.1927406551754),116
Evening,POINT (-1484.062208305664 5797.592976364732),1
Evening,POINT (-1485.079631677474 5246.9437754904775),130
Evening,POINT (-1485.237583922026 4422.477636019507),213
Evening,POINT (-1488.3166935345344 3847.8950776024644),62
Evening,POINT (-1489.5517676249603 5797.3989805665615),21
Evening,POINT (-149.31739343023924 4740.215908191534),2
Evening,POINT (-1490.0992592254715 5831.878163702331),4
Evening,POINT (-1490.2547523643605 5797.405047204315),8
Evening,POINT (-1490.2780769353437 5797.406004548965),1
Evening,POINT (-1490.2823282082745 5797.406179040208),1
Evening,POINT (-1490.5412378949272 5089.588539738686),25
Evening,POINT (-1491.3727150928225 5797.450933391746),324
Evening,POINT (-1491.9861252920427 4422.072469871805),27
Evening,POINT (-1492.3935930510336 4237.462257895673),7
Evening,POINT (-1492.851611939404 4237.397570114287),29
Evening,POINT (-1493.390104764087 6029.151978134649),321
Evening,POINT (-1494.1716781193954 5993.780812223189),8
Evening,POINT (-1494.494122377097 4237.165592004182),3
Evening,POINT (-1495.6156717971994 5797.6250833),10
Evening,POINT (-1496.207392415073 4236.923620241696),1
Evening,POINT (-15.53142773634395 4736.475853264973),13
Evening,POINT (-15.651786541402094 5148.732451737422),38
Evening,POINT (-1501.063753325284 2662.3558961694944),321
Evening,POINT (-1501.1542730335732 5797.852412251102),27
Evening,POINT (-1501.6463151078965 3846.945866416989),24
Evening,POINT (-1502.1499471205514 5797.893279166081),565
Evening,POINT (-1502.9840429916896 2027.0425966983682),14
Evening,POINT (-1503.2736644530416 4235.92562327605),1
Evening,POINT (-1503.462066618432 5797.947134415166),321
Evening,POINT (-1504.1689554967008 3846.772342435818),32
Evening,POINT (-1504.8628635927143 2027.1382765255057),321
Evening,POINT (-1504.9375535551637 1889.1871542928043),30
Evening,POINT (-1505.3389991219708 3846.6918590546343),32
Evening,POINT (-1505.4669874004387 3846.683055169736),22
Evening,POINT (-151.56412718520158 1612.3268586992895),1
Evening,POINT (-151.85010494516138 3841.859146558729),2
Evening,POINT (-1511.4314249681036 5798.27423250316),72
Evening,POINT (-1511.4440690712386 1994.4821122365117),35
Evening,POINT (-1512.6811722117868 3871.1981672739585),59
Evening,POINT (-1515.2513101577322 5798.431017665411),320
Evening,POINT (-1515.7749388092618 2662.4933040103783),318
Evening,POINT (-1517.2520614449006 5798.513137441166),366
Evening,POINT (-1517.3538212302687 5798.517314117602),321
Evening,POINT (-1517.7284294182639 5798.532689712055),366
Evening,POINT (-1517.8169812148617 2662.512377431637),236
Evening,POINT (-1518.1361302152477 5252.548743359264),46
Evening,POINT (-1518.1615173146372 5798.550465575133),4
Evening,POINT (-152.4217975743011 4230.196334595015),1
Evening,POINT (-152.8634363929107 1620.9008407749106),19
Evening,POINT (-152.91434400062838 4238.881850606037),9
