currentLocation,participantId
POINT (-1690.7059473467812 3877.9020767103443),437
POINT (-1524.4628530691527 3800.3945443515345),457
POINT (-1688.5744534270377 3869.41420304832),537
POINT (-221.770570411567 3891.8542961079556),584
POINT (-258.730509481439 5033.436419653311),601
POINT (-3909.0049430216104 5973.679515213364),691
POINT (-3788.5435196311123 6368.960882742882),698
POINT (-3903.628426951186 5953.310311683338),719
POINT (-1525.0154070592885 3812.74053646955),720
POINT (-268.29205165233043 5012.1387001099365),740
POINT (-221.38105596646838 3882.0555732710204),877
POINT (-212.02125397042755 3875.997052380825),948
POINT (-3909.7046289539985 5959.187142901132),962
POINT (-254.74209875631817 5033.354786864565),964
POINT (-3221.499850200707 6499.47467018199),981
POINT (-496.2755231065294 3547.5193663717637),1008
POINT (-224.2745365297694 3885.2592446655667),7
POINT (-1607.292794569011 3875.460854560615),23
POINT (-3222.757233331235 6485.203132049576),37
POINT (-266.9757306019342 5039.293035746516),67
POINT (1813.0479418067328 4329.777114507155),82
POINT (954.4240702580958 3986.405121399053),99
POINT (-1533.1121497124457 3819.9146818840154),125
POINT (-1703.5816470612212 3872.279818356079),157
POINT (-254.64018220272484 5036.806504758238),162
POINT (-224.77801803546694 3886.5767506959996),181
POINT (-509.50132565945495 3540.5236126974437),244
POINT (-253.07040230368415 5034.997541756205),249
POINT (-3901.171548904364 5982.5999131862345),265
POINT (-226.51837686680383 3888.7244987354134),270
POINT (-1615.659479350121 3901.284252923946),342
POINT (-245.79709935574095 5026.809267896299),415
POINT (-1717.42285291579 3861.975467077995),472
POINT (-271.00622393081767 5021.003949682188),497
POINT (-229.08290419970245 3892.854518957959),532
POINT (-1599.8630288229635 3882.453361529545),581
POINT (-3809.219788814792 6363.102410880248),734
POINT (-3204.9409768396263 6481.2787007530005),746
POINT (-3904.9707714435076 5952.9412740438165),796
POINT (950.8746390965039 3996.1477048708084),822
POINT (-257.19383322260006 5015.342013419136),830
POINT (-1687.6032492043742 3856.5393856375076),836
POINT (-240.04825627049726 3878.932017738981),874
POINT (-3901.6288948970628 5973.686204420478),899
POINT (-3906.359187355112 5977.875781977241),904
POINT (-3218.2311208149226 6473.442598668793),951
POINT (-268.9285091009187 5020.088442730575),3
POINT (-274.7099756802555 5027.179956739312),68
POINT (-494.3367012595618 3548.7605259216843),106
POINT (1818.252266362558 4335.019258684358),107
POINT (-264.7273526819671 5037.1885944337555),155
POINT (1811.7636235194698 4348.302700723844),178
POINT (-1609.2459992660865 3893.4265814975274),255
POINT (-3782.282573374769 6381.071800871434),297
POINT (-273.4393464129082 5017.1769819257615),444
POINT (-263.4281546006592 5024.881533517903),458
POINT (-246.44839033557756 5030.1368450147365),460
POINT (-3219.5592348731852 6494.625679424783),552
POINT (-493.47525421234616 3551.034373586818),554
POINT (-513.8837490856671 3549.086737263385),573
POINT (-266.44961488151245 5014.188316490516),596
POINT (1803.4505321580446 4331.1540463354495),626
POINT (-274.1491570346978 5017.411571352068),672
POINT (-220.66735443445882 3869.7942683310466),766
POINT (-3799.231872808434 6374.404963629447),879
POINT (-500.19448834560745 3557.9709789087206),914
POINT (-265.2019089204512 5025.590875410542),944
POINT (-3808.282302734698 6376.395746639838),946
POINT (-240.24096146188393 3874.7364819566346),955
POINT (761.4903672331884 945.6778616325586),26
POINT (1812.03822595247 4347.032662072294),87
POINT (-503.51187275955533 3544.4738702204772),128
POINT (-231.4492085817909 3867.2280935114295),138
POINT (-3222.921882085691 6484.841415911408),148
POINT (776.3266317400947 919.7070376524056),228
POINT (-260.6284224432597 5035.991572241141),231
POINT (-1515.2268412019516 3813.743073704682),257
POINT (-266.55037174470317 5028.698120775939),306
POINT (-3218.7318205946167 6499.9108849147),368
POINT (-3903.3473489666653 5960.64820029061),412
POINT (-259.8429278461261 5031.51346690719),440
POINT (-514.7092784747514 3561.002896195491),465
POINT (-3205.115794928244 6497.469173343126),506
POINT (-3197.724731840357 6483.787434832958),515
POINT (-1621.0909668373013 3879.0344874163466),612
POINT (-1697.197448885143 3874.015624132091),614
POINT (-3209.4304685670286 6478.473745783008),632
POINT (-1533.8991135903002 3811.9483676060695),635
POINT (-3906.3432388578326 5964.893509784281),650
POINT (-1517.6670188208686 3813.643329591056),661
POINT (-509.42523468553503 3551.5692955859145),723
POINT (1813.5389740552648 4336.2700007230005),786
POINT (-3792.1640886715477 6356.173464650523),852
POINT (-3907.3062781938743 5980.382345050195),905
POINT (-3786.43843997762 6375.731716580278),929
POINT (-3895.2462826624987 5974.052796722904),933
POINT (-3224.4387716977253 6494.889196785616),939
POINT (-3792.919330049998 6353.262543526504),954
POINT (-259.00682419557853 5032.0283025768995),961
POINT (-266.1525392802977 5031.012231697706),974
POINT (-1519.0055545840967 3820.5521551487022),997
POINT (-269.32219979406636 5019.797222647669),33
POINT (-3196.2798700075623 6480.412704665795),42
POINT (1818.2181809147628 4330.983824483029),91
POINT (1798.2523773132991 4329.856560314597),137
POINT (1821.4111778291174 4343.688484756583),180
POINT (-1533.2191424372613 3808.632381593087),253
POINT (-1709.7515550269352 3864.726389418634),271
POINT (-254.3747150293413 5021.708449232612),304
POINT (-3895.534779301939 5954.624439008251),335
POINT (-510.7580447637019 3557.614344727273),373
POINT (-1535.2680935450203 3813.3453620573414),385
POINT (-1522.7511927071932 3806.3837866561516),425
POINT (-494.6650568663521 3551.2234871110504),467
POINT (-231.93381288577726 3868.435180371256),469
POINT (958.6925616686889 3998.5399127900987),543
POINT (-3214.395084041223 6499.269463753732),549
POINT (-263.11339567694444 5034.994359258546),571
POINT (-3788.3228175643417 6367.001487564913),591
POINT (-516.1459636116624 3552.019055363655),703
POINT (-3203.473547980378 6488.0280363257525),898
POINT (-3889.3194721851796 5969.677991057698),915
POINT (-257.4325426451385 5032.32791560123),952
POINT (-1611.7568073443035 3873.707551606585),960
POINT (963.0688553989378 3977.970071818367),10
POINT (778.0277764165714 933.6360054015785),25
POINT (-3802.796709409165 6354.202201481447),59
POINT (-3799.207722487715 6356.500579990578),264
POINT (-501.69319184800673 3566.4079141412653),449
POINT (-1531.760821412865 3813.226332067777),503
POINT (-3783.4331977867323 6366.93741726811),513
POINT (-1618.4126858611755 3872.228307849251),564
POINT (-257.02731182146414 5027.634925163944),607
POINT (-3218.9996205632897 6483.734571193459),710
POINT (-232.74800506603805 3885.6943711880544),969
POINT (-229.09045585578232 3866.7719386460076),972
POINT (-1605.1209780647807 3879.9774498928914),1002
POINT (-234.3829134334683 3871.734439908152),32
POINT (-1533.1074206277958 3817.4329065741413),46
POINT (1815.1918022350712 4341.036262503981),70
POINT (759.4125031712151 928.7984804566134),73
POINT (-248.75513555750376 5039.330563463013),96
POINT (-259.91121167117547 5020.954084704498),140
POINT (-1616.740124581225 3887.7475508704483),143
POINT (-515.9799629357349 3541.5300179093856),192
POINT (-221.08597401587866 3877.6566229112645),203
POINT (-1521.4034478345386 3816.4580970577945),299
POINT (-251.02327514713107 5023.624962313864),334
POINT (-260.90888435982237 5011.176350106624),344
POINT (-506.0795944706673 3548.191741054081),370
POINT (-1604.7778569337047 3880.86593575632),402
POINT (-238.35284818955154 3889.950189713605),431
POINT (-250.24515602181714 5029.945057837362),433
POINT (-217.05351778239518 3887.7374882987474),475
POINT (-230.14555033257096 3885.856886430315),487
POINT (-3796.990834309788 6373.611862578524),544
POINT (-1594.875794801297 3892.7958635003633),609
POINT (-275.1671894096907 5012.7840503037305),748
POINT (-215.84902024377323 3874.978825394105),942
POINT (-227.51652651482968 3890.547841803297),978
POINT (-223.35277613619195 3867.791151451444),19
POINT (-268.5241662897149 5036.561783230731),27
POINT (-230.06603734034542 3890.5926992533546),28
POINT (1801.7567625028437 4348.072776029592),86
POINT (1803.365424533359 4353.402110193593),104
POINT (-500.10179057067495 3538.9281801428174),105
POINT (-224.37748808421443 3867.7579636214086),124
POINT (-257.23280407252673 5032.0819361884905),207
POINT (1807.434386189156 4353.336418852121),208
POINT (-509.58061696580313 3552.3834045796307),396
POINT (-3888.2300457367487 5961.714973390872),414
POINT (-223.32299549163275 3892.133049691558),483
POINT (-248.79754797761052 5040.853499286919),542
POINT (-239.48172631830118 3866.7648092833147),623
POINT (-254.6638194367681 5032.798033114763),627
POINT (-272.3038254877521 5020.165561195734),645
POINT (1808.303089292607 4345.227107172898),654
POINT (-246.73244375523132 5039.957963186063),759
POINT (-225.75476722983652 3865.1142233933383),922
POINT (-229.3885659967017 3890.868805445245),926
POINT (-217.34516661539428 3863.2902273075147),931
POINT (1798.8633765985348 4351.869514280894),956
POINT (-505.1979396166912 3536.9591083742907),971
POINT (-1594.5380932228113 3887.5354726541573),12
POINT (-1696.7515952127312 3875.839928177699),109
POINT (951.0726200203512 3977.160087341467),240
POINT (-1614.4566005146844 3872.648504220296),350
POINT (-1594.123974916938 3880.362320172447),397
POINT (-220.80965146114082 3892.4088281421195),530
POINT (-229.2765137372753 3870.39570772368),547
POINT (-502.95947308689074 3559.9588389815735),682
POINT (-509.26639095652797 3536.659451048415),712
POINT (-272.99943031917934 5017.471504989035),744
POINT (-223.10030587927935 3867.850677394099),17
POINT (1800.27582828096 4348.551031339279),71
POINT (954.4172354881957 3978.9901728476952),76
POINT (-232.20279940593934 3879.8142122336153),121
POINT (759.4297904536165 918.6544420135779),130
POINT (766.0020851289152 933.8296660258756),172
POINT (760.5857717865882 923.5054679332665),183
POINT (-1521.0934179629016 3803.211023965636),242
POINT (-1607.0298373854944 3877.933310828928),291
POINT (-230.03062346018228 3892.9652688942533),295
POINT (-220.57747195364058 3884.1730070924696),341
POINT (-1526.5072606552717 3816.2203934965123),362
POINT (-270.2088567195201 5017.530208230158),428
POINT (-1619.1276667795423 3881.809629564769),478
POINT (-3216.294532218677 6480.7282423584),485
POINT (-249.30812475226838 5036.258183515378),499
POINT (-1512.1692594026147 3816.638585527363),540
POINT (-223.7335075942229 3886.609576943436),562
POINT (-3908.2144077636053 5972.3536420608625),608
POINT (-3889.0328356879504 5955.8439045302575),625
POINT (-274.3848484804505 5027.6051557335795),772
POINT (-237.34244872338948 3888.9954314692463),807
POINT (1801.006996386068 4330.1548664132915),9
POINT (-235.88136577835257 3870.4515549902953),64
POINT (-1523.3586091383638 3818.6160963164543),111
POINT (1802.5235159304748 4332.8990404821025),129
POINT (-222.79894514934398 3879.895677379406),133
POINT (755.4959379738591 941.5439456910775),156
POINT (-260.14955811919856 5040.127207189135),191
POINT (-249.76391135751751 5017.447226261519),205
POINT (-3786.509216952889 6365.800297816499),280
POINT (-274.5249505400538 5033.10175219785),315
POINT (-502.4116529914788 3542.08994891204),330
POINT (-1692.1660060650574 3861.239056918094),387
POINT (-274.55573992713516 5023.86285542809),404
POINT (-235.76454464469123 3865.8460313937608),413
POINT (-229.67655038250567 3888.8517638008425),417
POINT (-1511.3957806621627 3824.474629071276),418
POINT (-236.43864444038616 3865.646509099467),459
POINT (-238.96894405593758 3891.6445547242233),521
POINT (-212.40095420223003 3889.6052724963797),729
POINT (-510.7311843050379 3565.2640565079887),737
POINT (-231.88940086619198 3891.7653949961277),743
POINT (-3804.818311023844 6369.224816571783),745
POINT (-271.3303972167572 5040.593258018085),787
POINT (-1609.2068362576176 3893.365328773095),815
POINT (-3908.392873616521 5959.082979939234),861
POINT (-227.70949709112165 3877.2684318440924),999
POINT (-507.6966024386469 3552.8060886916596),198
POINT (-3195.6406367632862 6500.982039415455),278
POINT (-213.88009933720298 3871.8127868956567),405
POINT (-504.93238002348266 3547.648763892098),479
POINT (-262.44478512844756 5024.456874501498),531
POINT (-3893.829420375356 5972.8429103470335),535
POINT (-221.03934545582354 3869.836919581633),659
POINT (-3786.019320992913 6357.123656671459),680
POINT (-490.9218680418509 3551.078448014885),688
POINT (-258.70717403749006 5030.224909123674),866
POINT (-215.56225481481906 3869.5401575180554),889
POINT (-3221.3853569395906 6473.418214155649),1005
POINT (-240.17265497500324 3878.100104101158),5
POINT (-231.87912141220147 3889.374740784486),234
POINT (-215.0295906365924 3881.81702427936),272
POINT (-1695.6214403479628 3859.162707603878),390
POINT (-1594.0155503669166 3886.9284740495928),438
POINT (-1708.825295481444 3857.5996749258293),473
POINT (-1606.5532807315587 3877.862552184005),545
POINT (-1605.360447347003 3887.331431338783),633
POINT (-1613.5126447635953 3896.9662288212044),637
POINT (-3911.2154490360717 5974.717083250563),694
POINT (-230.71177315143524 3881.118055458085),700
POINT (-499.066699588719 3542.562330219022),701
POINT (1807.5942032581186 4327.696244225975),854
POINT (-271.82983533044825 5038.495237962017),934
POINT (1814.84111624525 4348.051635518162),8
POINT (-247.43558410299536 5026.515657023061),47
POINT (-270.83411211192515 5033.650009749405),144
POINT (970.8642621297104 3984.643895157929),182
POINT (973.0939238039209 3997.8834268437627),209
POINT (-510.0218764441864 3550.42840178307),215
POINT (-251.12857364844646 5036.649253476602),276
POINT (-1524.2809590467457 3808.807086825712),338
POINT (-1617.4168544256102 3894.27355353693),378
POINT (-1709.4456312253612 3853.683198372423),395
POINT (-257.49294121362095 5015.691601559464),420
POINT (-3785.2847035460427 6381.708037984587),646
POINT (-252.5827721779288 5038.181653362414),671
POINT (1823.1702125833474 4338.906393001539),693
POINT (-253.28478350389997 5016.906657025018),695
POINT (-232.59696795022123 3871.5347920242552),891
POINT (-3784.5868572297527 6356.461644838183),938
POINT (759.1270339183864 917.9727245492857),992
POINT (-1514.1388112028512 3801.732034828513),43
POINT (-261.554948533981 5038.713932052545),60
POINT (1809.0221955005843 4353.543910083794),61
POINT (-513.7967241325262 3565.4138813774766),78
POINT (-255.97621238132888 5012.052152537244),80
POINT (968.7234462357693 4000.7764994963427),85
POINT (-225.10525128267662 3889.365653616917),113
POINT (-489.10449691288477 3553.351587566871),122
POINT (-510.6242237608971 3553.030768636651),145
POINT (952.9246696387457 3999.657485058145),184
POINT (1816.3266354995071 4330.657211860101),216
POINT (1808.4087778961466 4353.665938403892),221
POINT (759.5302269648053 934.7400698111055),227
POINT (-497.26861353084837 3564.902228013661),374
POINT (-510.5721501785629 3560.1163239830476),394
POINT (-1526.095925622711 3805.265214156297),436
POINT (-1529.3595450724845 3815.4163313985464),463
POINT (-218.9133056791927 3871.411331292467),508
POINT (-271.88316127704064 5025.1514596796715),511
POINT (-3784.130247089293 6377.695896854734),594
POINT (-3195.8305813894226 6483.2758664208795),679
POINT (-232.67116608232124 3871.0893433478705),758
POINT (-261.23387562132757 5033.489640029871),826
POINT (-3224.607627786487 6492.973453025429),857
POINT (-227.33977875412427 3880.883680422858),895
POINT (-3914.7862202936262 5956.992634657632),910
POINT (-221.4076143006568 3876.987302128284),983
POINT (-1693.5931666297308 3859.8408880256006),89
POINT (-217.38568389696152 3869.127484527469),200
POINT (959.8631456057004 4001.941336831805),213
